Event_Date,Event_Order,Event,Ticker,Reaction_10D_%,Volume_Change_%
2022-08-02,2,Taiwan Crisis (Pelosi Visit),AM.PA,5.483405737882707,-66.58588141828946
2022-08-02,2,Taiwan Crisis (Pelosi Visit),600893.SS,4.999986999958028,77.92071094460844
2022-08-02,2,Taiwan Crisis (Pelosi Visit),047810.KS,4.655502993478433,26.23444962102035
2022-08-02,2,Taiwan Crisis (Pelosi Visit),GD,4.590370480334061,-15.905318611532081
2022-08-02,2,Taiwan Crisis (Pelosi Visit),SAF.PA,4.389028521237637,-35.81679178650905
2022-08-02,2,Taiwan Crisis (Pelosi Visit),KTOS,4.385338727843702,22.506204784284733
2022-08-02,2,Taiwan Crisis (Pelosi Visit),LHX,4.3575467158180725,-6.573190303235066
2022-08-02,2,Taiwan Crisis (Pelosi Visit),ASB.AX,3.501964122781276,18.700861889423436
2022-08-02,2,Taiwan Crisis (Pelosi Visit),600118.SS,3.2455375763465133,9.22995505772306
2022-08-02,2,Taiwan Crisis (Pelosi Visit),HO.PA,3.021526806467101,-39.34904963189698
2022-08-02,2,Taiwan Crisis (Pelosi Visit),000768.SZ,2.3373470614421077,43.0158333531361
2022-08-02,2,Taiwan Crisis (Pelosi Visit),KOG.OL,1.984819623883216,2.67971642001148
2022-08-02,2,Taiwan Crisis (Pelosi Visit),RTX,1.8838572355267535,-30.494361326869278
2022-08-02,2,Taiwan Crisis (Pelosi Visit),7012.T,1.867375958511719,11.762159444778032
2022-08-02,2,Taiwan Crisis (Pelosi Visit),600372.SS,1.5207177645107484,39.15257380108381
2022-08-02,2,Taiwan Crisis (Pelosi Visit),BA.L,1.4993697123312666,-14.638297148917289
2022-08-02,2,Taiwan Crisis (Pelosi Visit),BAB.L,1.4134111409821903,-1.8477564905006294
2022-08-02,2,Taiwan Crisis (Pelosi Visit),AIR.PA,1.3714302936625344,-35.60479763382727
2022-08-02,2,Taiwan Crisis (Pelosi Visit),QQ.L,0.6899210605573414,-38.939794461486265
2022-08-02,2,Taiwan Crisis (Pelosi Visit),BAH,0.6411022554654089,-42.42834880411952
2022-08-02,2,Taiwan Crisis (Pelosi Visit),SAAB-B.ST,-0.7436960274050164,-34.87942847244207
2022-08-02,2,Taiwan Crisis (Pelosi Visit),PLTR,-1.5957406874206548,113.15419560468855
2022-08-02,2,Taiwan Crisis (Pelosi Visit),CACI,-3.2950176415264765,21.42969363707776
2022-08-02,2,Taiwan Crisis (Pelosi Visit),BBAI,-4.1958003482745365,1888.9829369877739
2022-08-02,2,Taiwan Crisis (Pelosi Visit),CHG.L,-4.630971975934417,-39.511424231536786
2022-08-02,2,Taiwan Crisis (Pelosi Visit),IDR.MC,-4.817927095554964,-11.950332639615768
2022-08-02,2,Taiwan Crisis (Pelosi Visit),LDOS,-5.2072304210692195,15.486554746694402
2022-08-02,2,Taiwan Crisis (Pelosi Visit),7011.T,-7.357631256685759,42.29401328547262
2022-08-02,2,Taiwan Crisis (Pelosi Visit),RHM.DE,-7.359554576529925,96.47765089422846
2022-08-02,2,Taiwan Crisis (Pelosi Visit),LDO.MI,-7.838334529087887,-45.44883615879579
2022-08-02,2,Taiwan Crisis (Pelosi Visit),HAG.DE,-8.835325552006223,157.0104196083042
2022-08-02,2,Taiwan Crisis (Pelosi Visit),FCT.MI,-10.363163925547491,-83.54092338902794
2023-04-04,3,Finland joins NATO,BBAI,63.82978359138658,-0.6805683248873762
2023-04-04,3,Finland joins NATO,012450.KS,18.048275815758185,54.06249483734864
2023-04-04,3,Finland joins NATO,BDL.NS,11.556713213123393,-15.189620297785911
2023-04-04,3,Finland joins NATO,047810.KS,10.217386464990263,6.7369365677545145
2023-04-04,3,Finland joins NATO,BEL.NS,10.103779910445333,-56.41210557711537
2023-04-04,3,Finland joins NATO,HAL.NS,9.505336975452705,-66.98473555848827
2023-04-04,3,Finland joins NATO,7011.T,9.160591735239688,-1.2824301693488471
2023-04-04,3,Finland joins NATO,LDO.MI,7.8196910748649096,92.17020307341515
2023-04-04,3,Finland joins NATO,CHG.L,7.734807748326711,52.690053226601606
2023-04-04,3,Finland joins NATO,AIR.PA,6.064690892494595,2.6082102391377093
2023-04-04,3,Finland joins NATO,KOG.OL,5.860110975332522,43.95445338686839
2023-04-04,3,Finland joins NATO,7012.T,5.649673812339007,-5.601410934744266
2023-04-04,3,Finland joins NATO,BAH,5.480360673393259,22.950648264324556
2023-04-04,3,Finland joins NATO,QQ.L,4.951106571833441,4.584547092474511
2023-04-04,3,Finland joins NATO,RTX,4.876030283362254,-2.202398110640791
2023-04-04,3,Finland joins NATO,IDR.MC,4.493470058726823,5.2412140864437795
2023-04-04,3,Finland joins NATO,CACI,4.308465281092677,-13.732185273159148
2023-04-04,3,Finland joins NATO,PLTR,4.124999046325684,72.20123217264032
2023-04-04,3,Finland joins NATO,LHX,3.9958409658213068,-26.935744655368588
2023-04-04,3,Finland joins NATO,LMT,3.5338708399408336,-7.784776650478431
2023-04-04,3,Finland joins NATO,SAAB-B.ST,3.3332028906753575,22.752978638687217
2023-04-04,3,Finland joins NATO,HO.PA,3.1078569141316015,15.878539553752535
2023-04-04,3,Finland joins NATO,NOC,3.000012549639819,10.238593256992946
